                                          POR        JAN   FEB   MAR   APR   MAY   JUN   JUL   AUG   SEP   OCT   NOV   DEC   ANN
24156POCATELLO,ID                    193901-201812   9.2   6.7   5.4   3.5   0.5   0.0   0.0   0.0   0.0   1.6   4.5   9.0  40.4
94846CHICAGO,IL                      195811-201812  11.2   9.2   6.3   1.4   0.0   0.0   0.0   0.0   0.0   0.3   1.9   8.4  38.7
14923MOLINE,IL                       194306-201812   8.8   7.4   5.5   1.2   0.0   0.0   0.0   0.0   0.0   0.2   2.3   8.2  33.6
14842PEORIA,IL                       194305-201812   6.8   6.0   3.9   0.7     T   0.0   0.0   0.0   0.0   0.0   1.8   6.1  25.3
94822ROCKFORD,IL                     195101-201812   9.1   7.7   5.9   1.0   0.0   0.0   0.0   0.0   0.0   0.1   2.5   9.3  35.6
93822SPRINGFIELD,IL                  190101-201812   5.8   5.7   3.8   0.5   0.0   0.0   0.0   0.0   0.0   0.1   1.3   4.6  21.8
93817EVANSVILLE,IN                   194801-201812   4.1   3.5   2.1   0.2   0.0   0.0   0.0   0.0   0.0   0.1   0.5   2.8  13.3
14827FORT WAYNE,IN                   193910-201812   8.9   7.6   4.8   1.1   0.0   0.0   0.0   0.0   0.0   0.2   2.6   7.2  32.4
93819INDIANAPOLIS,IN                 194801-201812   7.9   6.2   3.6   0.4   0.0   0.0   0.0   0.0   0.0   0.2   1.4   5.8  25.5
14848SOUTH BEND,IN                   189312-201812  17.6  12.9   8.0   1.9   0.2   0.0   0.0   0.0   0.0   0.9   6.5  14.8  62.8
14933DES MOINES,IA                   194507-201812   8.3   8.3   5.7   1.7   0.1   0.0   0.0   0.0   0.0   0.3   2.7   7.2  34.3
94908DUBUQUE,IA                      195102-201812   9.4   8.9   7.9   2.1   0.1   0.0   0.0   0.0   0.0   0.2   3.1  10.6  42.3
14943SIOUX CITY,IA                   194801-201812   7.1   6.8   7.2   1.8   0.0   0.0   0.0   0.0   0.0   0.7   3.3   6.8  33.7
94910WATERLOO,IA                     195004-201812   7.6   7.3   5.3   1.6   0.0   0.0   0.0   0.0   0.0   0.1   2.9   8.4  33.2
13984CONCORDIA,KS                    189301-201812   4.4   5.2   4.0   0.9   0.0   0.0   0.0   0.0   0.0   0.2   1.7   3.9  20.3
13985DODGE CITY,KS                   191105-201812   4.0   4.3   4.6   1.0   0.0   0.0   0.0   0.0   0.0   0.3   1.9   3.4  19.5
23065GOODLAND,KS                     189509-201812   4.7   5.4   7.8   3.7   0.5   0.1   0.0   0.0   0.2   1.7   3.9   5.3  33.3
13996TOPEKA,KS                       194608-201812   5.3   4.9   3.0   0.4   0.0   0.0   0.0   0.0   0.0   0.1   1.1   4.6  19.4
03928WICHITA,KS                      195312-201812   3.8   4.1   2.4   0.3   0.0   0.0   0.0   0.0   0.0   0.0   1.1   3.3  15.0
03889JACKSON,KY                      198101-201812   7.4   6.9   3.5   0.8   0.0   0.0   0.0   0.0   0.0   0.1   0.6   4.1  23.4
93820LEXINGTON,KY                    188711-201812   5.6   4.7   2.9   0.3   0.1   0.0   0.0   0.0   0.0   0.0   0.9   3.1  17.6
93821LOUISVILLE,KY                   194801-201812   5.1   4.4   2.9   0.1   0.0   0.0   0.0   0.0   0.0   0.1   0.8   2.3  15.7
03816PADUCAH,KY                      194908-201812   3.3   3.0   1.6   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.2   1.6   9.8
13970BATON ROUGE,LA                  193001-201812   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.2
03937LAKE CHARLES,LA                 196111-201810   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.2
12916NEW ORLEANS,LA                  194801-201812   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.1
13957SHREVEPORT,LA                   193907-201812   0.8   0.4   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.2   1.5
